# downloaded from https://web.williams.edu/Astronomy/research/PN/nebulae/search/index.php
# wavelength (angstrom), flux
3551.685546875,3.625469E-14
3553.17189908028,4.248782E-14
3554.65825128555,3.888895E-14
3556.14460349083,3.596332E-14
3557.63095569611,4.310269E-14
3559.11730790138,2.894537E-14
3560.60366010666,3.227297E-14
3562.09001231194,3.577404E-14
3563.57636451721,3.607992E-14
3565.06271672249,3.842882E-14
3566.54906892776,3.256898E-14
3568.03542113304,3.329224E-14
3569.52177333832,3.501262E-14
3571.00812554359,3.751353E-14
3572.49447774887,4.646104E-14
3573.98082995415,3.786740E-14
3575.46718215942,3.878039E-14
3576.9535343647,4.047487E-14
3578.43988656998,4.221828E-14
3579.92623877525,3.793415E-14
3581.41259098053,4.167331E-14
3582.89894318581,3.909137E-14
3584.38529539108,4.557781E-14
3585.87164759636,3.881142E-14
3587.35799980164,5.212961E-14
3588.84435200691,3.922337E-14
3590.33070421219,4.051061E-14
3591.81705641747,2.924300E-14
3593.30340862274,4.257084E-14
3594.78976082802,2.786325E-14
3596.2761130333,2.834277E-14
3597.76246523857,3.032465E-14
3599.24881744385,2.055533E-14
3600.73516964912,2.533394E-14
3602.2215218544,2.700186E-14
3603.70787405968,2.458822E-14
3605.19422626495,2.904213E-14
3606.68057847023,2.892573E-14
3608.16693067551,2.791341E-14
3609.65328288078,2.827964E-14
3611.13963508606,3.380604E-14
3612.62598729134,3.085472E-14
3614.11233949661,3.310620E-14
3615.59869170189,3.024963E-14
3617.08504390717,3.257761E-14
3618.57139611244,3.270890E-14
3620.05774831772,3.115134E-14
3621.544100523,3.743447E-14
3623.03045272827,3.319002E-14
3624.51680493355,2.403600E-14
3626.00315713882,2.614151E-14
3627.4895093441,2.399843E-14
3628.97586154938,2.532819E-14
3630.46221375465,2.582514E-14
3631.94856595993,2.738383E-14
3633.43491816521,2.627938E-14
3634.92127037048,2.646752E-14
3636.40762257576,3.337969E-14
3637.89397478104,3.130288E-14
3639.38032698631,2.818017E-14
3640.86667919159,2.805148E-14
3642.35303139687,2.481195E-14
3643.83938360214,2.964157E-14
3645.32573580742,3.051490E-14
3646.8120880127,2.696910E-14
3648.29844021797,2.332378E-14
3649.78479242325,2.703755E-14
3651.27114462852,2.117620E-14
3652.7574968338,1.900164E-14
3654.24384903908,1.937673E-14
3655.73020124435,1.682815E-14
3657.21655344963,1.371067E-14
3658.70290565491,1.378213E-14
3660.18925786018,1.437443E-14
3661.67561006546,8.979631E-15
3663.16196227074,1.075030E-14
3664.64831447601,1.594353E-14
3666.13466668129,1.371300E-14
3667.62101888657,1.514810E-14
3669.10737109184,9.998891E-15
3670.59372329712,8.518773E-15
