# alt                    az                   V_mab                  B-V                    
  14.003917911218865     208.7626643970137    -0.10000000149011612   0.5                    
  14.003733385791573     208.7644375791253    0.009999999776482582   0.7100000381469727     
  12.791277064811338     324.23601720010726   0.029999999329447746   0.0                    
  37.61244948988027      144.38826417281248   0.46000000834465027    -0.1599999964237213    
  9.96483473890272       206.94832096669205   0.6000000238418579     -0.2200000286102295    
  46.42440230369127      316.90685281398186   0.7599999904632568     0.2200000286102295     
  20.162694331536855     249.2718495426139    0.9100000262260437     1.8399999141693115     
  73.03992935141846      110.65045741936012   1.159999966621399      0.09000003337860107    
  18.501156662006732     348.3067909003411    1.25                   0.09000003337860107    
  2.4054447481895007     201.16358340657663   1.25                   -0.23000001907348633   
  3.502009488456564      197.05957510038021   1.2799999713897705     -0.1799999475479126    
  14.00267319289071      208.75984966442036   1.3300000429153442     0.8799999952316284     
  3.5029652887316876     197.06015187442472   1.5800000429153442     -0.1700000762939453    
  35.769831272756754     240.81957936784053   1.6200000047683716     -0.13999998569488525   
  4.639535022380492      177.21492697990058   1.690000057220459      0.0                    
  67.29687196976832      169.39177153110577   1.7100000381469727     -0.12999999523162842   
  45.83957055231573      245.23625149851813   1.850000023841858      -0.029999971389770508  
  36.832128008135356     233.56966499572863   1.8519999980926514     0.437999963760376      
  36.83212439854564      233.56966144788768   1.8619999885559082     0.3989999294281006     
  54.9902920606759       198.74214309549768   1.9179999828338623     -0.12699997425079346   
  28.738272824299962     203.02818565683063   1.9199999570846558     1.4399999380111694     
  47.93847665763373      89.73192891381365    2.009999990463257      1.0099999904632568     
  10.162898206225233     58.056857613625816   2.009999990463257      1.1600000858306885     
  12.563653662435916     40.481823727239394   2.049999952316284      1.5699999332427979     
  26.01253323630539      34.768486892954606   2.059999942779541      -0.1099998950958252    
  51.961092724486306     258.2622303786236    2.066999912261963      -0.14399993419647217   
  18.64209395262571      294.0367097706399    2.069999933242798      0.15000009536743164    
  0.18841009351403146    41.94192476554448    2.0999999046325684     1.2000000476837158     
  0.18841031584135562    41.94192021871542    2.0999999046325684     1.2000000476837158     
  65.0193807760567       155.94739614641696   2.109999895095825      1.6200001239776611     
  22.221392913584257     343.1029662327541    2.2300000190734863     0.6700000762939453     
